Time,Hand,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21
12-05-2022 @ 13:31:36,Left,(943.2047653198242:982.5749588012695:-7.361260934146685e-09),(843.2673954963684:971.5846252441406:-0.046285632997751236),(765.311028957367:907.9300689697266:-0.06964603811502457),(722.1845197677612:841.6746139526367:-0.09378071129322052),(691.1683773994446:793.9643096923828:-0.11969923228025436),(788.5884404182434:753.1467247009277:-0.011794943362474442),(760.8002829551697:658.6284255981445:-0.036909785121679306),(750.8970737457275:599.4258499145508:-0.06357008963823318),(745.8272480964661:548.6484718322754:-0.08538481593132019),(841.8023300170898:723.2514381408691:-0.016145801171660423),(822.8230404853821:605.3347206115723:-0.038327593356370926),(814.9267888069153:530.6676292419434:-0.07507821917533875),(811.8416476249695:469.1433048248291:-0.10633797943592072),(898.1337404251099:719.7470855712891:-0.02855628728866577),(893.0500102043152:601.6847991943359:-0.056653399020433426),(891.4173173904419:528.5940170288086:-0.09687332808971405),(892.4316430091858:471.4768123626709:-0.12716901302337646),(957.6558637619019:737.1576690673828:-0.047426097095012665),(992.2327995300293:653.7568473815918:-0.07627001404762268),(1016.5041947364807:595.2385139465332:-0.10317735373973846),(1036.7585849761963:543.3195877075195:-0.12435498833656311)
12-05-2022 @ 13:31:36,Right,(383.14738869667053:1034.2469787597656:1.0376998815786465e-08),(460.1443076133728:977.9775238037109:-0.03532839193940163),(508.28579664230347:902.845287322998:-0.056125007569789886),(535.2171492576599:837.282886505127:-0.07842406630516052),(569.9751019477844:794.5005226135254:-0.10219615697860718),(408.6668801307678:787.5700378417969:-0.015699315816164017),(411.42931938171387:689.4969749450684:-0.034378185868263245),(407.7416145801544:629.9546241760254:-0.05132114142179489),(403.56255054473877:578.2811737060547:-0.06491627544164658),(348.5886061191559:786.9126319885254:-0.020832255482673645),(334.0532433986664:679.1911697387695:-0.033719178289175034),(323.71719002723694:613.0359077453613:-0.054075103253126144),(314.65890884399414:557.1402740478516:-0.07190601527690887),(299.32326078414917:808.3752250671387:-0.03217817470431328),(274.6956253051758:716.0630035400391:-0.04856099933385849),(261.5905022621155:656.660213470459:-0.07122135907411575),(254.00063395500183:605.2705764770508:-0.08841762691736221),(256.0952192544937:847.7098274230957:-0.04883242025971413),(218.9327734708786:783.1224060058594:-0.0653962641954422),(201.05310380458832:739.6646118164062:-0.08072898536920547),(190.33897161483765:697.5517845153809:-0.09272873401641846)
12-05-2022 @ 13:31:36,Left,(943.3518576622009:982.6859664916992:-7.267491497486844e-09),(843.8037514686584:971.2419891357422:-0.0459337942302227),(766.3427352905273:907.3393249511719:-0.06946494430303574),(723.4758424758911:840.9697723388672:-0.09366749227046967),(692.0134019851685:793.5000228881836:-0.11971484869718552),(789.2698931694031:753.9017486572266:-0.014139996841549873),(761.8327617645264:658.9213371276855:-0.04026167467236519),(752.0908713340759:599.6131324768066:-0.06743336468935013),(747.3100805282593:548.7347030639648:-0.08952686935663223),(842.4416828155518:723.9603996276855:-0.018750159069895744),(823.2645750045776:605.5477523803711:-0.04242565482854843),(815.3473377227783:530.9095001220703:-0.0799233615398407),(812.2980523109436:469.4754409790039:-0.11160403490066528),(899.2171382904053:720.234489440918:-0.03116186149418354),(893.7622976303101:601.4311408996582:-0.0605928897857666),(892.2633719444275:528.1003761291504:-0.10153821110725403),(893.529589176178:471.2487030029297:-0.13217216730117798),(959.2807674407959:737.6384353637695:-0.049824122339487076),(993.6351013183594:653.510627746582:-0.07965310662984848),(1017.8150868415833:594.5830535888672:-0.1071595847606659),(1037.9818654060364:542.6848411560059:-0.12872083485126495)
12-05-2022 @ 13:31:36,Right,(384.91790413856506:1035.205421447754:1.0502604119722037e-08),(461.7625164985657:978.2147598266602:-0.03364117443561554),(509.2859923839569:902.5053405761719:-0.05382185056805611),(535.6251454353333:837.0082855224609:-0.07585398852825165),(570.4428362846375:794.3081474304199:-0.09952498972415924),(408.78387808799744:787.8701019287109:-0.014650802128016949),(411.60016536712646:689.6052932739258:-0.0333731472492218),(408.0523753166199:629.8586082458496:-0.05046427622437477),(403.9936566352844:577.8913879394531:-0.06418818980455399),(348.7210536003113:787.4712753295898:-0.020718516781926155),(333.60771775245667:679.5806121826172:-0.03378110006451607),(323.08746099472046:613.3895874023438:-0.05426677316427231),(313.92866134643555:557.3872375488281:-0.07219608128070831),(299.5559048652649:809.1488456726074:-0.03285050764679909),(274.17304515838623:716.6227340698242:-0.04925822839140892),(260.88101506233215:656.9082641601562:-0.07189110666513443),(253.1752109527588:605.343017578125:-0.0891256332397461),(256.6209214925766:848.6623764038086:-0.05016309395432472),(218.90702426433563:783.9424896240234:-0.06677953898906708),(200.7690417766571:740.1949310302734:-0.0820729061961174),(189.83026385307312:697.8109359741211:-0.09409114718437195)
12-05-2022 @ 13:31:36,Left,(944.5065808296204:982.159309387207:-7.249384204044418e-09),(844.9127054214478:970.9381484985352:-0.04602963477373123),(766.9763588905334:906.6310501098633:-0.06922277063131332),(723.6228060722351:840.3383445739746:-0.09317503869533539),(691.8475127220154:793.1645393371582:-0.11898664385080338),(789.4079089164734:753.4887313842773:-0.012247818522155285),(762.0318675041199:658.4496688842773:-0.03763322904706001),(752.1747493743896:598.9241409301758:-0.06448179483413696),(747.4217677116394:547.5532150268555:-0.0863572508096695),(842.0118641853333:723.7435340881348:-0.016649922356009483),(822.9701972007751:606.0844802856445:-0.039067573845386505),(814.9542117118835:531.9016456604004:-0.07593671977519989),(812.2129511833191:470.7088279724121:-0.107274129986763),(898.4998941421509:719.9538230895996:-0.029049528762698174),(893.3243680000305:602.2946548461914:-0.05729125812649727),(891.6800236701965:529.4207382202148:-0.09778650104999542),(893.1398105621338:472.70012855529785:-0.12820351123809814),(958.5501980781555:736.8757438659668:-0.047816574573516846),(992.4971151351929:653.3874320983887:-0.07667510211467743),(1016.4954400062561:594.3486785888672:-0.10386118292808533),(1036.7800855636597:541.9424629211426:-0.12527801096439362)
12-05-2022 @ 13:31:36,Right,(385.3370690345764:1036.1739349365234:1.0637252856326995e-08),(462.33826875686646:978.8383483886719:-0.033379893749952316),(509.8508334159851:903.3302307128906:-0.05326160788536072),(536.48761510849:838.1199645996094:-0.07510700076818466),(571.1624622344971:795.4257202148438:-0.09854161739349365),(409.15157675743103:788.045711517334:-0.013196602463722229),(411.38628602027893:689.684886932373:-0.03165943920612335),(407.7567744255066:629.7524642944336:-0.04876404255628586),(403.7549936771393:577.5502395629883:-0.06251329928636551),(349.2392563819885:787.7771759033203:-0.019322533160448074),(333.9430046081543:679.8127555847168:-0.03209685534238815),(323.5267102718353:613.4077835083008:-0.052605293691158295),(314.4549751281738:557.072925567627:-0.07053632289171219),(299.92907524108887:809.4736862182617:-0.03161752596497536),(274.45921540260315:716.7130279541016:-0.04775561764836311),(260.8950001001358:657.1703338623047:-0.07035522162914276),(252.93213844299316:605.4790306091309:-0.0875934436917305),(256.6790986061096:849.1051483154297:-0.04912417754530907),(218.84398698806763:784.2244148254395:-0.06552126258611679),(200.3550750017166:740.6466293334961:-0.0807633176445961),(188.93681466579437:698.2673263549805:-0.09276305139064789)
12-05-2022 @ 13:31:36,Left,(944.2496037483215:982.9222869873047:-7.540457147570123e-09),(845.3910613059998:971.6951751708984:-0.045973919332027435),(767.4990677833557:907.3684501647949:-0.0697512999176979),(724.5000171661377:840.684928894043:-0.09436818957328796),(693.0413103103638:793.2869338989258:-0.12085922807455063),(789.8901915550232:753.3896255493164:-0.014060147106647491),(762.81174659729:658.3780860900879:-0.04071687534451485),(753.1268906593323:599.0227317810059:-0.06830259412527084),(748.2658267021179:547.9657745361328:-0.09069027006626129),(842.6066708564758:723.7419319152832:-0.01917285844683647),(823.4322023391724:605.6439971923828:-0.04316822439432144),(815.4536175727844:530.7923126220703:-0.08093539625406265),(812.2289156913757:468.8811206817627:-0.11286845803260803),(899.2816400527954:720.3391456604004:-0.03220177814364433),(893.3421993255615:601.6914939880371:-0.06181615963578224),(891.7377662658691:528.160343170166:-0.10271142423152924),(892.8772974014282:471.0615348815918:-0.13338226079940796),(959.6791076660156:737.9928588867188:-0.05156659334897995),(993.1862926483154:653.470344543457:-0.08164394646883011),(1016.6731095314026:593.9197540283203:-0.1091686263680458),(1036.1922311782837:541.3681411743164:-0.13076895475387573)
12-05-2022 @ 13:31:36,Right,(385.26941299438477:1036.2945556640625:1.0535569749947626e-08),(462.435439825058:979.1649627685547:-0.033254146575927734),(510.33488631248474:903.7588691711426:-0.05309486389160156),(537.0743751525879:838.3872413635254:-0.0749027356505394),(571.6211843490601:795.314826965332:-0.09826657921075821),(409.39931631088257:788.4865951538086:-0.012925337068736553),(411.787394285202:689.8356628417969:-0.031210463494062424),(408.2777452468872:629.8895645141602:-0.04812551662325859),(404.32080030441284:577.6888275146484:-0.06174248084425926),(349.4782090187073:788.0945777893066:-0.019065499305725098),(334.3109607696533:679.8387908935547:-0.03167063742876053),(323.8957929611206:613.2278823852539:-0.05205536261200905),(314.5789575576782:556.7221069335938:-0.06989127397537231),(300.2364242076874:809.6839141845703:-0.03137737885117531),(274.90158677101135:716.6962051391602:-0.047354962676763535),(261.3502621650696:657.0495414733887:-0.06985823810100555),(253.25432538986206:605.3147506713867:-0.08701887726783752),(256.9924181699753:849.2178153991699:-0.04888475686311722),(219.05123591423035:784.0107536315918:-0.06518954783678055),(200.36666214466095:740.181999206543:-0.08040064573287964),(188.70434761047363:697.5891494750977:-0.09235894680023193)
12-05-2022 @ 13:31:36,Left,(944.8964881896973:981.9758605957031:-7.285622327657393e-09),(845.064947605133:970.5775451660156:-0.04720256105065346),(767.7602934837341:906.8691444396973:-0.07169963419437408),(725.5598545074463:840.3402328491211:-0.09692193567752838),(694.1718935966492:791.9390487670898:-0.12403831630945206),(789.9281716346741:753.4493637084961:-0.014476821757853031),(762.4901390075684:657.879695892334:-0.04103425145149231),(752.8810501098633:598.2142639160156:-0.068635955452919),(748.3119821548462:546.5173530578613:-0.09103405475616455),(842.7663159370422:724.0892028808594:-0.019028201699256897),(823.4968972206116:605.8921051025391:-0.042618244886398315),(815.5682015419006:531.2777709960938:-0.0801495686173439),(812.8945326805115:469.8405075073242:-0.11194179207086563),(899.5626926422119:720.6149482727051:-0.03166034072637558),(894.2364692687988:602.2205543518066:-0.06072749197483063),(892.571268081665:528.8144302368164:-0.10155842453241348),(893.7843775749207:471.4897155761719:-0.13229906558990479),(959.9802446365356:737.8868865966797:-0.05076572299003601),(993.3019065856934:653.6337089538574:-0.08031478524208069),(1016.3952112197876:593.9762306213379:-0.10780089348554611),(1035.5316352844238:540.9197616577148:-0.12949591875076294)
12-05-2022 @ 13:31:36,Right,(386.060106754303:1037.1447372436523:1.057660803382987e-08),(463.475900888443:979.9642181396484:-0.03431900218129158),(510.9162712097168:904.12353515625:-0.05456533282995224),(537.3203122615814:838.3745384216309:-0.0766526311635971),(572.491250038147:795.226993560791:-0.10033001005649567),(410.7196068763733:789.0524482727051:-0.013624840416014194),(412.84246802330017:690.175666809082:-0.032173749059438705),(408.9982080459595:629.9573707580566:-0.049379173666238785),(404.71843242645264:577.5254058837891:-0.06323408335447311),(350.52597641944885:788.6552810668945:-0.01939358562231064),(335.1203227043152:679.9863052368164:-0.032184917479753494),(324.5014786720276:613.0185699462891:-0.05300508812069893),(315.1554822921753:556.3007354736328:-0.07119055837392807),(301.0127305984497:810.1740074157715:-0.03143782168626785),(275.4470193386078:716.7466735839844:-0.04775509238243103),(262.0694053173065:656.8526458740234:-0.07081907987594604),(254.26189184188843:604.8514938354492:-0.08835426717996597),(257.5812864303589:849.5536994934082:-0.04874800518155098),(219.680095911026:783.9687538146973:-0.06539136916399002),(201.28500759601593:740.1770210266113:-0.08094992488622665),(189.9631780385971:697.6373291015625:-0.09317076206207275)
12-05-2022 @ 13:31:36,Left,(946.3324570655823:981.6192626953125:-7.22553528120784e-09),(845.1113605499268:970.3803634643555:-0.04590556025505066),(767.7391147613525:905.8432960510254:-0.06912876665592194),(725.4347133636475:838.908576965332:-0.09350068867206573),(694.1337203979492:789.8832893371582:-0.11979489028453827),(790.0555658340454:753.6442565917969:-0.00898586492985487),(762.8033781051636:658.1441688537598:-0.033437781035900116),(753.3384203910828:598.3985137939453:-0.05982276424765587),(748.8302493095398:546.8833923339844:-0.08163715898990631),(842.8892040252686:724.4147872924805:-0.014101994223892689),(823.4785509109497:606.3377380371094:-0.03525557741522789),(815.599422454834:530.9115600585938:-0.07193373143672943),(812.8926658630371:469.0677738189697:-0.1033942773938179),(899.456799030304:721.0376930236816:-0.027576664462685585),(893.4275579452515:602.4526977539062:-0.05506296455860138),(891.6809892654419:528.6019134521484:-0.0957757979631424),(892.7874326705933:471.18553161621094:-0.12666372954845428),(959.7709679603577:738.0684471130371:-0.047539666295051575),(993.211977481842:654.2011070251465:-0.07630269974470139),(1016.7551851272583:594.1501808166504:-0.10368919372558594),(1036.4233303070068:540.8379364013672:-0.1254040002822876)
12-05-2022 @ 13:31:36,Right,(386.45007848739624:1036.0206985473633:1.0545116779780983e-08),(464.3446469306946:978.7701416015625:-0.033725887537002563),(511.8105733394623:902.7447509765625:-0.05318177863955498),(538.6160445213318:837.1735954284668:-0.0746312141418457),(574.421796798706:794.7666549682617:-0.09770301729440689),(412.2278022766113:788.1893348693848:-0.011257859878242016),(414.6326172351837:689.2599105834961:-0.02904007025063038),(410.9528946876526:628.9266586303711:-0.046033792197704315),(406.8140959739685:576.4743804931641:-0.0597909614443779),(351.8206465244293:787.8857231140137:-0.01704658940434456),(336.5315079689026:679.0934371948242:-0.0289317574352026),(325.7702708244324:611.729621887207:-0.04981622099876404),(316.34509563446045:555.0067520141602:-0.06811465322971344),(302.02927708625793:809.2671203613281:-0.029183004051446915),(276.555233001709:715.8147239685059:-0.044769905507564545),(263.0632120370865:655.8896255493164:-0.06805645674467087),(255.33872365951538:603.9935874938965:-0.08581029623746872),(258.22389006614685:848.2046127319336:-0.04658788442611694),(220.6749004125595:782.7324485778809:-0.06278616935014725),(202.49991953372955:738.9178848266602:-0.07842887938022614),(191.35112464427948:696.2572288513184:-0.09074729681015015)
12-05-2022 @ 13:31:36,Left,(945.9991979598999:982.313117980957:-7.674972657412127e-09),(844.7694754600525:971.3016128540039:-0.04536396637558937),(767.8762936592102:906.3854598999023:-0.0690179094672203),(725.8080768585205:839.3765830993652:-0.09409911930561066),(693.7720727920532:789.8764801025391:-0.12114867568016052),(790.0215125083923:753.9394569396973:-0.008981100283563137),(763.0783796310425:659.029655456543:-0.034158747643232346),(753.6332488059998:599.9658966064453:-0.060975994914770126),(748.7989640235901:549.4069290161133:-0.08312848955392838),(843.0130577087402:724.5868492126465:-0.015045695006847382),(823.8697457313538:606.1454772949219:-0.03725069761276245),(815.9395694732666:530.1660346984863:-0.07462173700332642),(812.6564812660217:467.8933811187744:-0.10654627531766891),(899.6894431114197:721.5004920959473:-0.02947552315890789),(893.7769746780396:602.3646926879883:-0.05781802162528038),(892.1327590942383:528.2587623596191:-0.09865468740463257),(892.7736568450928:470.76913833618164:-0.12964142858982086),(960.1642870903015:739.0011405944824:-0.05037360265851021),(993.7279272079468:654.8882102966309:-0.07986520975828171),(1017.3282980918884:594.7297096252441:-0.10733938962221146),(1036.641297340393:541.431941986084:-0.12908796966075897)
12-05-2022 @ 13:31:36,Right,(386.79141640663147:1035.7130813598633:1.048929743063809e-08),(465.36624670028687:978.7265396118164:-0.034125711768865585),(513.462610244751:902.3690414428711:-0.053665533661842346),(540.3954434394836:836.3564300537109:-0.07502832263708115),(576.6052651405334:793.9318084716797:-0.09797445684671402),(413.41957211494446:788.0783271789551:-0.012066299095749855),(415.93884229660034:689.2811965942383:-0.02979886531829834),(412.2852873802185:628.8625144958496:-0.046570826321840286),(408.28405380249023:576.2667846679688:-0.060106873512268066),(352.89902329444885:787.4460983276367:-0.017431609332561493),(338.06912183761597:678.8738250732422:-0.029145576059818268),(327.5278151035309:611.6733169555664:-0.04961201548576355),(318.31220626831055:554.9931335449219:-0.06758635491132736),(303.0737614631653:808.4860610961914:-0.02910185419023037),(278.39250326156616:715.1190948486328:-0.044517114758491516),(264.9883836507797:655.2807998657227:-0.06733909994363785),(257.24583864212036:603.490104675293:-0.08473256230354309),(259.27130341529846:846.9901657104492:-0.04607950150966644),(222.19069182872772:781.5246391296387:-0.0620565190911293),(204.02770042419434:737.7270126342773:-0.07740467041730881),(192.77944922447205:695.101490020752:-0.08946266025304794)
12-05-2022 @ 13:31:36,Left,(945.1058292388916:983.1164932250977:-7.796450596231352e-09),(845.0205945968628:971.9119262695312:-0.04653347283601761),(768.2907915115356:906.7371368408203:-0.0709851086139679),(726.4297270774841:839.5033836364746:-0.09643414616584778),(693.7499284744263:790.2973365783691:-0.12382471561431885),(789.5533919334412:753.5109901428223:-0.012932578101754189),(762.6230049133301:658.0410575866699:-0.03938623517751694),(753.3521962165833:598.6263656616211:-0.06692283600568771),(749.013454914093:547.7826690673828:-0.08946290612220764),(842.4292588233948:724.4051742553711:-0.018406961113214493),(823.4581446647644:605.6319808959961:-0.042112719267606735),(815.9324240684509:529.9008750915527:-0.08012188971042633),(813.28688621521:467.70503997802734:-0.11239007115364075),(899.1718196868896:721.5685844421387:-0.03208179026842117),(893.1360769271851:602.017765045166:-0.06159871071577072),(891.6005229949951:527.6231002807617:-0.10306572169065475),(892.7338099479675:469.95497703552246:-0.13434557616710663),(959.6385526657104:739.5973205566406:-0.05217576026916504),(993.0859994888306:654.9271202087402:-0.08242987096309662),(1016.8847036361694:594.5536422729492:-0.11041326820850372),(1036.7849779129028:541.1297607421875:-0.13250036537647247)
12-05-2022 @ 13:31:36,Right,(388.28126549720764:1034.8258209228516:1.0426922436579389e-08),(466.6467869281769:978.3455657958984:-0.03452598303556442),(514.5153021812439:902.094898223877:-0.05438363924622536),(541.458113193512:836.4071273803711:-0.07609579712152481),(577.8803014755249:794.1464996337891:-0.09947497397661209),(414.5924162864685:787.6102638244629:-0.01260782964527607),(417.5345528125763:688.491325378418:-0.030794380232691765),(414.13485288619995:627.9904174804688:-0.04805523157119751),(410.2968692779541:575.2910614013672:-0.06198818236589432),(354.159414768219:786.8513488769531:-0.018084486946463585),(339.5126223564148:678.1085586547852:-0.030316948890686035),(328.92078280448914:610.5894470214844:-0.05153362452983856),(319.49370861053467:553.5209655761719:-0.07009175419807434),(304.4050598144531:807.711296081543:-0.02991330809891224),(280.0583803653717:714.2775535583496:-0.04575684294104576),(266.876460313797:654.1905212402344:-0.06935044378042221),(259.3421298265457:602.2656440734863:-0.08732689172029495),(260.69626450538635:846.0670280456543:-0.047058697789907455),(223.64027559757233:780.2019309997559:-0.0634802058339119),(205.3792279958725:736.215991973877:-0.07937511056661606),(194.1025561094284:693.5659790039062:-0.09189000725746155)
12-05-2022 @ 13:31:36,Left,(947.147741317749:982.6619338989258:-7.762568365876632e-09),(846.0523653030396:971.5506362915039:-0.0468478761613369),(768.969476222992:906.4714050292969:-0.07124117016792297),(726.6759538650513:838.8735580444336:-0.09677988290786743),(694.2831945419312:788.7412261962891:-0.12427636235952377),(790.344922542572:753.072566986084:-0.010789886116981506),(763.1459712982178:657.2372817993164:-0.03630109503865242),(753.8258528709412:597.6212882995605:-0.0632169172167778),(749.4687008857727:546.430778503418:-0.08539725840091705),(843.3055686950684:723.8271331787109:-0.016273295506834984),(823.7321162223816:605.28076171875:-0.038436561822891235),(815.8638024330139:529.3754768371582:-0.0755796879529953),(813.0908703804016:467.17735290527344:-0.10741760581731796),(899.8436808586121:720.7811737060547:-0.030239367857575417),(893.5217356681824:601.4910507202148:-0.05862979590892792),(891.9208431243896:527.4240303039551:-0.09959686547517776),(893.1454753875732:470.0284194946289:-0.13071855902671814),(960.1875257492065:738.2755851745605:-0.05079792067408562),(993.5478758811951:653.8981819152832:-0.08041632920503616),(1017.2563934326172:593.7408256530762:-0.10807067900896072),(1037.0702147483826:540.5080604553223:-0.12998315691947937)
12-05-2022 @ 13:31:36,Right,(388.67310404777527:1033.9556121826172:1.0407481099150573e-08),(467.4368369579315:977.2267913818359:-0.033305615186691284),(515.6031739711761:901.395435333252:-0.0529058501124382),(542.6219129562378:836.0116767883301:-0.07452143728733063),(578.7911152839661:793.4623146057129:-0.0977979302406311),(416.0580289363861:786.4449119567871:-0.01273625623434782),(419.118515253067:686.9981575012207:-0.03120809607207775),(415.80668449401855:626.5095520019531:-0.04855931177735329),(411.98070645332336:573.9011764526367:-0.06252314150333405),(355.42627573013306:785.8217239379883:-0.018819497898221016),(340.91151237487793:676.7823600769043:-0.03167995065450668),(330.4936408996582:609.4746780395508:-0.05298515409231186),(321.1489963531494:552.7004241943359:-0.07149577885866165),(305.4643177986145:806.817569732666:-0.031062377616763115),(281.3894212245941:713.2905578613281:-0.047343987971544266),(268.396178483963:653.459529876709:-0.07081358879804611),(260.86244344711304:601.8003845214844:-0.08860495686531067),(261.4525508880615:845.4071617126465:-0.04847610741853714),(224.92350339889526:779.4302558898926:-0.06512473523616791),(206.79364800453186:735.3109931945801:-0.08099078387022018),(195.40955364704132:692.5265121459961:-0.09344605356454849)
