Time,Hand,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21
13-06-2022 @ 09:57:28,Left,(342.132568359375:362.5132369995117:-1.508944857953054e-09),(313.90520095825195:355.4703712463379:-0.026006752625107765),(288.4693145751953:340.1626682281494:-0.0430336631834507),(270.4393768310547:325.41446685791016:-0.05985487252473831),(257.1442413330078:312.5219535827637:-0.07738622277975082),(299.20787811279297:293.48748207092285:-0.019234493374824524),(287.15742111206055:262.9882049560547:-0.03518702834844589),(280.52574157714844:244.67485427856445:-0.04911191388964653),(275.8996772766113:228.3157253265381:-0.05967998504638672),(315.9145164489746:285.8855438232422:-0.020246123895049095),(305.3345489501953:251.9143295288086:-0.033320602029561996),(298.3686637878418:231.97071075439453:-0.04950091242790222),(292.984619140625:213.94200325012207:-0.0627548024058342),(333.0997085571289:285.06242752075195:-0.024685261771082878),(326.2645721435547:252.44999885559082:-0.03782949224114418),(321.18885040283203:232.5157070159912:-0.054266028106212616),(316.4962387084961:214.96559143066406:-0.06668829917907715),(351.4663314819336:290.32227516174316:-0.032406385987997055),(352.46124267578125:264.12981033325195:-0.04463847726583481),(352.38330841064453:247.26202011108398:-0.055541377514600754),(351.64844512939453:231.76594734191895:-0.0643712654709816)
13-06-2022 @ 09:57:28,Left,(342.6101303100586:361.6482925415039:-1.503826729809532e-09),(313.4237289428711:355.2917289733887:-0.029102124273777008),(287.0939826965332:340.94510078430176:-0.04785629361867905),(268.81847381591797:325.83632469177246:-0.06578941643238068),(255.65441131591797:312.5167465209961:-0.08445649594068527),(298.9291000366211:294.3538570404053:-0.025126013904809952),(285.6866264343262:264.2884826660156:-0.04346758499741554),(279.1897392272949:246.10859870910645:-0.05902205407619476),(274.9209976196289:229.5186710357666:-0.0707891434431076),(315.98121643066406:286.4956283569336:-0.02546883001923561),(304.3391799926758:252.40193367004395:-0.042026981711387634),(297.3128890991211:232.3216724395752:-0.06086023524403572),(291.9367218017578:213.97826671600342:-0.07584214210510254),(333.21826934814453:285.51243782043457:-0.029257560148835182),(326.0641098022461:253.09372901916504:-0.045908622443675995),(321.0538864135742:233.5286521911621:-0.06516534090042114),(316.3159942626953:216.09007358551025:-0.07908894121646881),(351.3178253173828:290.8180332183838:-0.03630191832780838),(351.9264221191406:264.58645820617676:-0.05149520933628082),(351.7759323120117:248.06488037109375:-0.06461632251739502),(350.80665588378906:232.79726028442383:-0.07484117895364761)
13-06-2022 @ 09:57:28,Left,(343.0081558227539:361.5355110168457:-1.6530226076838517e-09),(313.8560104370117:355.29627799987793:-0.028762124478816986),(287.46259689331055:341.2841320037842:-0.04746776446700096),(269.212589263916:326.22347831726074:-0.06536073237657547),(256.3557434082031:312.3657989501953:-0.08397024869918823),(298.5042381286621:294.34513092041016:-0.024953624233603477),(285.4592514038086:264.05330657958984:-0.04303516447544098),(279.3141746520996:245.66917419433594:-0.058544546365737915),(275.4861259460449:228.90329360961914:-0.07030463218688965),(315.5060005187988:286.66093826293945:-0.02525995671749115),(303.6818504333496:252.6858901977539:-0.04166026785969734),(296.9805335998535:232.56651878356934:-0.060456935316324234),(291.96765899658203:214.002685546875:-0.07537383586168289),(332.9671096801758:285.71285247802734:-0.02893279492855072),(325.29850006103516:253.47158432006836:-0.045264218002557755),(320.4366683959961:233.88363361358643:-0.06427248567342758),(316.07385635375977:216.583571434021:-0.07805303484201431),(351.59210205078125:290.91636657714844:-0.035822074860334396),(351.71871185302734:264.43817138671875:-0.05072075128555298),(351.5046691894531:247.8021240234375:-0.06361731886863708),(350.7474136352539:232.65722751617432:-0.07368557900190353)
13-06-2022 @ 09:57:28,Left,(341.22802734375:362.1490287780762:-1.8506943755269845e-09),(312.7268600463867:355.2585983276367:-0.027495909482240677),(286.94902420043945:340.6465530395508:-0.04632742330431938),(268.73077392578125:325.8756637573242:-0.06477143615484238),(256.3667297363281:311.9318962097168:-0.08407340943813324),(298.3052635192871:294.03934478759766:-0.023907100781798363),(285.98052978515625:263.6587715148926:-0.04215404763817787),(279.56438064575195:245.1712703704834:-0.05786985158920288),(275.1567077636719:228.6866855621338:-0.06963575631380081),(315.205078125:286.748628616333:-0.02503199316561222),(304.4398498535156:252.9748821258545:-0.04100751504302025),(297.68754959106445:233.03644180297852:-0.059170715510845184),(292.4759864807129:215.15873908996582:-0.07361003756523132),(332.64225006103516:285.8346462249756:-0.029472915455698967),(325.0889205932617:253.58393669128418:-0.0446339026093483),(319.68555450439453:233.8273286819458:-0.06207326427102089),(314.6263313293457:216.754732131958:-0.07509332150220871),(351.3008499145508:290.6195068359375:-0.03724325820803642),(351.4175796508789:263.7858295440674:-0.05093136057257652),(350.86055755615234:246.59153938293457:-0.06251998990774155),(349.6232604980469:231.07958793640137:-0.07181299477815628)
13-06-2022 @ 09:57:28,Left,(340.8123016357422:362.29228019714355:-1.909065794336584e-09),(312.7122688293457:355.50564765930176:-0.027467137202620506),(287.3250198364258:340.8244800567627:-0.04655320569872856),(269.39924240112305:326.16711616516113:-0.06527352333068848),(256.4188766479492:312.54733085632324:-0.08495798707008362),(297.9848289489746:294.3076515197754:-0.02491210773587227),(286.0273742675781:263.7589931488037:-0.043594878166913986),(279.90678787231445:245.24477005004883:-0.05951940640807152),(275.8260154724121:228.74273300170898:-0.07142791152000427),(315.05651473999023:287.0434856414795:-0.02625890076160431),(304.40887451171875:253.10794830322266:-0.04276105388998985),(297.6371955871582:233.1200122833252:-0.061176419258117676),(292.29305267333984:215.1155662536621:-0.07581481337547302),(332.5958251953125:286.16140365600586:-0.030864810571074486),(325.44456481933594:253.67219924926758:-0.04653727263212204),(320.10284423828125:233.7377643585205:-0.06437154859304428),(314.9763870239258:216.4750099182129:-0.07767333835363388),(351.2722396850586:290.9975337982178:-0.03873763978481293),(351.71276092529297:264.012508392334:-0.05284537374973297),(350.9957504272461:246.77939414978027:-0.0647980123758316),(349.45011138916016:231.18464469909668:-0.0744078978896141)
13-06-2022 @ 09:57:28,Left,(339.99034881591797:361.6335868835449:-2.2456321246977495e-09),(312.292537689209:354.883975982666:-0.02914086915552616),(287.42591857910156:340.50384521484375:-0.04949309676885605),(269.337215423584:326.72450065612793:-0.0691794902086258),(256.0195541381836:314.66906547546387:-0.08983167260885239),(297.7638626098633:293.67030143737793:-0.027538403868675232),(285.7638931274414:263.3323287963867:-0.04687744006514549),(279.65267181396484:244.7134780883789:-0.06337956339120865),(275.66747665405273:228.0908203125:-0.0757666602730751),(314.7833251953125:286.58952713012695:-0.028239576146006584),(303.7405204772949:252.687406539917:-0.045129843056201935),(296.66154861450195:232.45563983917236:-0.0640001893043518),(291.06786727905273:214.10058975219727:-0.07913586497306824),(332.1868133544922:285.9298324584961:-0.032216090708971024),(324.99134063720703:253.56016159057617:-0.04821547865867615),(319.6844673156738:233.42406749725342:-0.0666964054107666),(314.56579208374023:215.71354866027832:-0.08055379241704941),(350.5127716064453:291.1406707763672:-0.03955896943807602),(351.43260955810547:264.7251319885254:-0.05382760241627693),(351.61556243896484:247.75583267211914:-0.06603284925222397),(350.97057342529297:232.21077919006348:-0.07593976706266403)
13-06-2022 @ 09:57:28,Left,(341.16031646728516:360.22172927856445:-1.5351734328206135e-09),(312.5256156921387:354.2205047607422:-0.026302170008420944),(287.2555351257324:339.99298095703125:-0.0436965748667717),(269.7358512878418:325.29467582702637:-0.06048715487122536),(256.8387794494629:312.58317947387695:-0.07807327061891556),(297.8853416442871:293.42994689941406:-0.02206360176205635),(286.1248970031738:262.6124095916748:-0.03792807459831238),(279.88441467285156:244.06039237976074:-0.05163384601473808),(275.4520034790039:227.7422046661377:-0.06209195777773857),(315.1900291442871:286.0917377471924:-0.022470608353614807),(304.3255043029785:251.97152137756348:-0.03609519824385643),(297.33774185180664:231.87332153320312:-0.052428942173719406),(291.77074432373047:214.01118278503418:-0.0656111091375351),(332.8176498413086:285.2512836456299:-0.025878431275486946),(325.36983489990234:252.8048801422119:-0.039162199944257736),(320.03082275390625:233.0435085296631:-0.05565488338470459),(314.79745864868164:215.81584453582764:-0.06801067292690277),(351.5473175048828:290.1746463775635:-0.032434746623039246),(351.9757843017578:263.4745216369629:-0.044638268649578094),(351.4052963256836:246.70586585998535:-0.05554825812578201),(349.8945999145508:231.63697242736816:-0.06434343755245209)
13-06-2022 @ 09:57:28,Left,(340.6298828125:359.84850883483887:-1.5642056538922589e-09),(312.03744888305664:353.9274787902832:-0.025964314118027687),(286.78783416748047:339.6811294555664:-0.04313702881336212),(269.22266006469727:324.7511672973633:-0.05958380550146103),(256.78808212280273:311.9487762451172:-0.07677613943815231),(298.1089973449707:293.1712532043457:-0.022349266335368156),(286.20288848876953:262.44592666625977:-0.037722278386354446),(279.95006561279297:243.9507007598877:-0.05091594159603119),(275.6114196777344:227.80328750610352:-0.06100468337535858),(315.40185928344727:285.83290100097656:-0.02247953601181507),(304.41722869873047:251.84901237487793:-0.03566407412290573),(297.3990249633789:231.80045127868652:-0.051358662545681),(291.9230842590332:213.99993896484375:-0.06404195725917816),(332.95841217041016:284.93717193603516:-0.02545388601720333),(325.42224884033203:252.7130126953125:-0.03815096989274025),(319.97276306152344:232.90440559387207:-0.05383289232850075),(314.7329521179199:215.7270097732544:-0.06562870740890503),(351.52427673339844:289.7264099121094:-0.03153553605079651),(352.0017623901367:263.0719184875488:-0.043095964938402176),(351.66858673095703:246.3819408416748:-0.053282082080841064),(350.50315856933594:231.47725582122803:-0.06151319295167923)
13-06-2022 @ 09:57:28,Left,(341.06616973876953:361.79643630981445:-1.3334197079828414e-09),(312.87986755371094:355.24932861328125:-0.027677888050675392),(288.01122665405273:340.995569229126:-0.04691270738840103),(270.54420471191406:326.7128562927246:-0.06571239978075027),(257.72117614746094:313.98181915283203:-0.0854116678237915),(298.67395401000977:294.66673851013184:-0.02539622038602829),(286.5588569641113:264.64024543762207:-0.04421126842498779),(280.2465057373047:246.25954627990723:-0.06007195636630058),(275.7952880859375:229.64472770690918:-0.0719728022813797),(315.55992126464844:287.19494819641113:-0.026664502918720245),(304.4099426269531:253.46056938171387:-0.043183255940675735),(297.36968994140625:233.08104515075684:-0.06139402836561203),(291.7053413391113:214.40174102783203:-0.07600851356983185),(332.803955078125:286.1989402770996:-0.031179970130324364),(325.4283142089844:253.8563346862793:-0.046987470239400864),(320.3470993041992:233.89685153961182:-0.06468924880027771),(315.46314239501953:216.1545467376709:-0.0779106393456459),(350.99597930908203:291.06319427490234:-0.038980767130851746),(351.3787841796875:264.6203327178955:-0.05307288467884064),(351.1666488647461:247.81634330749512:-0.06491672247648239),(350.1700973510742:232.3538589477539:-0.07448361068964005)
13-06-2022 @ 09:57:28,Left,(340.9239196777344:361.40207290649414:-1.5071525139020991e-09),(312.64997482299805:354.97398376464844:-0.027990425005555153),(287.3237419128418:340.7405090332031:-0.046877820044755936),(269.7495651245117:326.4408302307129:-0.06529004871845245),(257.4812126159668:313.81250381469727:-0.08459511399269104),(298.3122253417969:294.24293518066406:-0.024040184915065765),(286.4072036743164:264.2328929901123:-0.04197917878627777),(280.11157989501953:245.78927993774414:-0.057514213025569916),(275.8712387084961:229.14552211761475:-0.0692179873585701),(315.1364326477051:286.8369770050049:-0.02474520355463028),(304.40832138061523:253.18096160888672:-0.04016117379069328),(297.4193000793457:233.12433242797852:-0.05802953243255615),(292.0488166809082:215.01734733581543:-0.07239764928817749),(332.2331237792969:285.9093475341797:-0.028803084045648575),(325.16632080078125:253.7808895111084:-0.04350654408335686),(319.99305725097656:234.20594215393066:-0.06099194288253784),(315.09700775146484:216.90673828125:-0.07413671165704727),(350.38841247558594:290.82738876342773:-0.03624260425567627),(351.11461639404297:264.55759048461914:-0.04953870177268982),(350.76221466064453:247.99381256103516:-0.06116373836994171),(349.58438873291016:232.78913497924805:-0.0705799013376236)
13-06-2022 @ 09:57:28,Left,(339.3460464477539:360.64544677734375:-1.8125926315448737e-09),(311.910457611084:354.2893123626709:-0.029009731486439705),(287.19018936157227:340.68297386169434:-0.049206215888261795),(269.11081314086914:327.71349906921387:-0.06906524300575256),(256.536922454834:315.380916595459:-0.08982305228710175),(298.06360244750977:291.7826557159424:-0.023953482508659363),(287.552433013916:261.2720203399658:-0.04195535555481911),(281.6872787475586:242.9673671722412:-0.05777154117822647),(277.5202941894531:226.92665576934814:-0.06972242891788483),(314.6953773498535:284.91888999938965:-0.02472100220620632),(304.89830017089844:251.52823448181152:-0.039720337837934494),(298.16600799560547:232.12225914001465:-0.05765214562416077),(292.79626846313477:214.83335494995117:-0.0721152275800705),(331.5879440307617:284.54638481140137:-0.029061440378427505),(324.66270446777344:252.5270175933838:-0.04341965168714523),(319.34505462646484:233.17806243896484:-0.06108469516038895),(314.1427993774414:216.37598991394043:-0.07454375922679901),(349.45533752441406:290.0232410430908:-0.03696032613515854),(350.4607391357422:264.3556022644043:-0.050135210156440735),(350.0279235839844:247.72344589233398:-0.06185687333345413),(348.7162399291992:232.47661113739014:-0.07145600020885468)
13-06-2022 @ 09:57:28,Left,(338.96045684814453:361.0678768157959:-1.6437134986446722e-09),(311.43226623535156:354.2640781402588:-0.029356416314840317),(286.84425354003906:340.3549861907959:-0.04999888688325882),(268.77071380615234:327.26022720336914:-0.07027599215507507),(256.4996910095215:315.0000286102295:-0.09143787622451782),(297.4883842468262:292.3758888244629:-0.02517036162316799),(287.36867904663086:261.54727935791016:-0.044092193245887756),(281.91022872924805:243.03236961364746:-0.060317348688840866),(277.9681968688965:226.77729606628418:-0.0725005641579628),(314.5282745361328:285.6789493560791:-0.02620236575603485),(304.7701644897461:251.81785583496094:-0.04236380383372307),(298.25916290283203:231.94257259368896:-0.06095125153660774),(292.9010009765625:214.00686264038086:-0.07584403455257416),(331.88297271728516:285.3603172302246:-0.030803512781858444),(324.7257995605469:252.85531997680664:-0.04635485261678696),(319.4913101196289:233.183012008667:-0.06470514833927155),(314.34486389160156:215.87289333343506:-0.07849396020174026),(350.1823425292969:290.8512783050537:-0.03893282637000084),(350.7076644897461:264.629545211792:-0.05307205766439438),(350.0309371948242:247.61618614196777:-0.06541000306606293),(348.45104217529297:231.879301071167:-0.07542593777179718)
13-06-2022 @ 09:57:28,Left,(335.3691101074219:362.41613388061523:-1.6896877230720975e-09),(308.3837699890137:354.21910285949707:-0.027883274480700493),(284.3588638305664:338.7680912017822:-0.04778202623128891),(267.12785720825195:324.497652053833:-0.06792335212230682),(257.3265838623047:310.20838737487793:-0.08902951329946518),(295.35749435424805:292.8229236602783:-0.0221055019646883),(286.3201713562012:262.6552963256836:-0.041567519307136536),(280.3917121887207:245.07296562194824:-0.05829504877328873),(275.37622451782227:229.83924865722656:-0.07077576965093613),(311.7738723754883:287.2445011138916:-0.02466348186135292),(302.5618553161621:254.56732749938965:-0.04244125634431839),(295.0638961791992:235.98867416381836:-0.062334831804037094),(288.20825576782227:218.99080753326416:-0.07776611298322678),(328.7210464477539:287.3169422149658:-0.030955979600548744),(322.81429290771484:255.71940422058105:-0.04868920147418976),(316.98156356811523:236.66923999786377:-0.06807830929756165),(310.7010078430176:219.97715950012207:-0.08200068771839142),(346.62792205810547:292.7606391906738:-0.040671080350875854),(347.8897476196289:266.5397071838379:-0.056681305170059204),(346.6350555419922:249.9214267730713:-0.0698150023818016),(343.78849029541016:234.5713233947754:-0.08005962520837784)
13-06-2022 @ 09:57:28,Left,(319.427490234375:357.26603507995605:4.916171358892996e-10),(287.8843879699707:344.85915184020996:-0.0008173789829015732),(266.69315338134766:327.23999977111816:-0.004006483592092991),(256.6256904602051:313.64845275878906:-0.011369210667908192),(259.94550704956055:305.8949089050293:-0.019619086757302284),(281.61766052246094:286.04647636413574:0.008730718865990639),(282.6161575317383:258.0978584289551:-0.0003822649014182389),(279.93871688842773:240.9865951538086:-0.010242314077913761),(277.6186180114746:228.46036434173584:-0.017565803602337837),(294.91329193115234:284.93754386901855:-0.0019483620999380946),(292.8235054016113:254.37864303588867:-0.010765166021883488),(287.19459533691406:237.66594886779785:-0.023023681715130806),(282.4709892272949:225.34305095672607:-0.032369375228881836),(307.8267478942871:287.91738510131836:-0.014473223127424717),(301.88501358032227:259.9680805206299:-0.02361794374883175),(294.4603729248047:242.98925399780273:-0.03349041938781738),(287.83790588378906:230.87611198425293:-0.040481701493263245),(319.5450210571289:295.83924293518066:-0.02901371940970421),(311.88215255737305:272.8619956970215:-0.03794318065047264),(304.9152374267578:259.1463375091553:-0.04423584043979645),(299.3842124938965:249.3907070159912:-0.04918016865849495)
13-06-2022 @ 09:57:28,Left,(315.90795516967773:356.2576389312744:-7.176216287874126e-10),(287.29759216308594:345.07123947143555:-0.00532416719943285),(267.2759819030762:327.5558853149414:-0.011508597992360592),(257.13111877441406:314.29713249206543:-0.020732225850224495),(256.0091972351074:304.82723236083984:-0.03134655952453613),(282.8095054626465:288.1373977661133:-0.0015405657468363643),(282.4586486816406:261.04053497314453:-0.013525651767849922),(279.7692680358887:243.18434715270996:-0.024821387603878975),(277.8351402282715:229.1829013824463:-0.03294650465250015),(295.10364532470703:286.89270973205566:-0.010249135084450245),(292.0121955871582:256.9855213165283:-0.02075992338359356),(287.37266540527344:238.63580703735352:-0.03334755077958107),(283.80407333374023:223.3195924758911:-0.043557748198509216),(307.1012306213379:288.99662017822266:-0.02081763744354248),(300.4080581665039:260.91668128967285:-0.031289242208004),(293.72459411621094:242.72509574890137:-0.04200975224375725),(288.4984016418457:229.44039344787598:-0.050119757652282715),(317.93148040771484:295.01463890075684:-0.03357449918985367),(310.2275276184082:271.57299041748047:-0.043833568692207336),(303.89238357543945:256.5988254547119:-0.051489051431417465),(298.9237403869629:245.2511501312256:-0.05781780555844307)
13-06-2022 @ 09:57:28,Left,(321.5398406982422:343.54156494140625:1.2758004652724253e-09),(325.82714080810547:311.7084503173828:0.02788088098168373),(315.71258544921875:284.06959533691406:0.03742611035704613),(300.93971252441406:265.65113067626953:0.04344427213072777),(286.23844146728516:255.70664405822754:0.04982484132051468),(313.5872459411621:269.8296546936035:0.008588159456849098),(300.97251892089844:247.58874893188477:0.01349755097180605),(291.1075973510742:232.9811954498291:0.020479120314121246),(284.15945053100586:223.4814977645874:0.025368981063365936),(300.07312774658203:278.0391597747803:-0.00369926611892879),(282.3808288574219:256.1183166503906:0.0007650402840226889),(270.9541893005371:244.9031925201416:0.011760123074054718),(263.0719184875488:237.78253555297852:0.01951069012284279),(285.75708389282227:291.10276222229004:-0.011947907507419586),(270.1588249206543:272.75662422180176:-0.003938593436032534),(264.7082328796387:265.18529891967773:0.012549114413559437),(261.6491889953613:261.17929458618164:0.023099815472960472),(272.5303649902344:307.67961502075195:-0.018844589591026306),(263.649959564209:294.7463321685791:-0.00795914139598608),(263.3868408203125:291.38912200927734:0.005811107344925404),(263.8479423522949:291.56930923461914:0.015312560833990574)
13-06-2022 @ 09:57:29,Left,(319.85071182250977:336.62052154541016:1.2006680094600597e-09),(325.177001953125:304.31087493896484:0.01881115324795246),(313.72364044189453:273.91058921813965:0.020710578188300133),(297.7059745788574:252.46124267578125:0.02065119333565235),(284.4200134277344:237.55947589874268:0.02072492428123951),(311.87639236450195:266.31649017333984:-0.009441787376999855),(296.0600280761719:245.25787353515625:-0.00806409865617752),(285.7243347167969:231.59234046936035:-0.0025081748608499765),(279.16589736938477:222.91746139526367:0.0008610857767052948),(298.27741622924805:276.8210220336914:-0.019661666825413704),(277.9229736328125:255.43530464172363:-0.018640022724866867),(266.2563896179199:245.92005729675293:-0.008815448731184006),(258.8494873046875:240.2149772644043:-0.0026715435087680817),(283.5576629638672:292.1499538421631:-0.02564825676381588),(265.66463470458984:273.9693546295166:-0.020461155101656914),(261.1399459838867:268.49535942077637:-0.00486171618103981),(259.5950698852539:266.7861557006836:0.0044252388179302216),(269.92671966552734:310.57459831237793:-0.03044145740568638),(259.4063186645508:297.5819778442383:-0.02222399041056633),(259.47362899780273:296.02935791015625:-0.009328499436378479),(260.2977180480957:297.85969734191895:-0.000969035376328975)
13-06-2022 @ 09:57:29,Left,(321.18526458740234:354.8042678833008:5.696259908205548e-09),(336.0616683959961:334.6498775482178:-0.003713303944095969),(343.58150482177734:308.76803398132324:-0.016436472535133362),(347.15213775634766:288.01563262939453:-0.029004808515310287),(350.6373596191406:270.73451042175293:-0.043120283633470535),(316.589412689209:291.3706684112549:-0.04028087481856346),(304.33189392089844:258.3936882019043:-0.057015467435121536),(294.8882484436035:239.47036743164062:-0.06469061225652695),(285.8230400085449:224.95981693267822:-0.0705019161105156),(301.8129348754883:297.178430557251:-0.04839160293340683),(282.8916358947754:264.0674686431885:-0.066625215113163),(269.48583602905273:245.10726928710938:-0.07349580526351929),(257.4406433105469:231.19630336761475:-0.07897074520587921),(288.32021713256836:307.4718189239502:-0.054417453706264496),(269.8413276672363:276.96953773498535:-0.07138535380363464),(257.1845817565918:258.0599784851074:-0.07825770229101181),(246.82247161865234:243.92274856567383:-0.08282867819070816),(275.75599670410156:320.85153579711914:-0.059946898370981216),(259.21329498291016:299.714412689209:-0.07413973659276962),(248.57433319091797:285.38844108581543:-0.08013886213302612),(239.7194480895996:272.7433776855469:-0.0848698765039444)
