Time,Hand,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21
13-06-2022 @ 09:40:29,Left,(452.9603958129883:318.8367748260498:-2.1998189936311974e-09),(421.5968704223633:311.04623794555664:-0.03444414958357811),(393.8536834716797:288.616418838501:-0.054157327860593796),(375.4529571533203:266.713228225708:-0.07241103053092957),(362.39322662353516:250.21084785461426:-0.09196782112121582),(409.89253997802734:236.49643421173096:-0.028104843571782112),(400.32928466796875:198.36862564086914:-0.0478406585752964),(398.8751220703125:174.81694221496582:-0.06513611227273941),(400.2276611328125:154.346923828125:-0.07851702719926834),(428.0946350097656:230.3891372680664:-0.027661606669425964),(423.07552337646484:189.2938756942749:-0.044921617954969406),(422.9067611694336:164.8967742919922:-0.06569752842187881),(425.46886444091797:144.16949272155762:-0.08247499167919159),(446.0068130493164:232.24233627319336:-0.03134117275476456),(442.44922637939453:192.65459060668945:-0.04974811524152756),(441.5329360961914:168.16861152648926:-0.07167425006628036),(442.6177978515625:147.35949039459229:-0.08778751641511917),(464.8738479614258:240.7276153564453:-0.03904661163687706),(469.7235870361328:210.10332584381104:-0.05663562938570976),(474.3629837036133:190.5851411819458:-0.07157342880964279),(479.75818634033203:173.4115219116211:-0.08319264650344849)
13-06-2022 @ 09:40:30,Right,(222.8089141845703:260.98368644714355:6.383814366017759e-09),(261.37651443481445:260.64794540405273:0.055514946579933167),(285.60935974121094:241.48552894592285:0.08057215064764023),(302.4142074584961:229.53821182250977:0.08940422534942627),(317.81131744384766:222.52927780151367:0.09412487596273422),(285.391845703125:187.52052783966064:0.08319509774446487),(310.8536148071289:162.3995876312256:0.0923035740852356),(330.17723083496094:148.7517499923706:0.09267258644104004),(348.2250213623047:136.74588203430176:0.09008297324180603),(276.81379318237305:177.77103424072266:0.043770190328359604),(291.53812408447266:136.21676445007324:0.05434543266892433),(306.44887924194336:111.86390161514282:0.050439365208148956),(318.846435546875:93.03207635879517:0.0441385954618454),(265.6856155395508:174.0029239654541:0.0036469586193561554),(271.4666938781738:131.5129566192627:0.008098334074020386),(278.6808776855469:105.36218404769897:0.0031975535675883293),(286.5337944030762:82.64123439788818:-0.0031947048846632242),(253.9951515197754:176.70955181121826:-0.03460656851530075),(251.9027328491211:139.78265762329102:-0.03813961148262024),(253.51367950439453:116.73912048339844:-0.04129694774746895),(256.85352325439453:95.66750049591064:-0.04485456645488739)
13-06-2022 @ 09:40:30,Left,(453.80184173583984:318.88750076293945:-2.4183550717538083e-09),(422.0787811279297:310.96818923950195:-0.031765859574079514),(394.1832733154297:288.1783962249756:-0.049476493149995804),(375.6602096557617:265.9819221496582:-0.06616407632827759),(362.61146545410156:249.83765602111816:-0.08401099592447281),(410.56007385253906:236.5360450744629:-0.02325626276433468),(401.99954986572266:199.32377815246582:-0.0420592799782753),(401.72607421875:176.3655424118042:-0.05864511802792549),(404.2781066894531:156.33187294006348:-0.07140854746103287),(428.88729095458984:229.98370170593262:-0.02366490103304386),(423.8345718383789:188.8882827758789:-0.04030126333236694),(423.85528564453125:164.19819831848145:-0.0610613152384758),(426.4570617675781:142.82572746276855:-0.07771805673837662),(446.99790954589844:231.64023399353027:-0.02817915566265583),(443.45897674560547:192.5343418121338:-0.045793358236551285),(442.38853454589844:168.30865859985352:-0.06709158420562744),(443.30020904541016:147.67644882202148:-0.08270050585269928),(466.14009857177734:240.2915382385254:-0.03661976382136345),(470.48301696777344:209.811429977417:-0.05335957184433937),(474.67578887939453:190.70880889892578:-0.06757106631994247),(479.6009063720703:174.11670684814453:-0.07856275886297226)
13-06-2022 @ 09:40:30,Right,(218.85116577148438:256.6229438781738:5.05341812839788e-09),(257.23812103271484:258.6625385284424:0.0464773029088974),(283.7009620666504:240.89618682861328:0.06858988106250763),(301.21883392333984:228.0245018005371:0.07552572339773178),(316.8427085876465:220.89221477508545:0.07847758382558823),(282.9963493347168:184.8216962814331:0.08151084929704666),(308.9486885070801:160.20770072937012:0.09102848172187805),(328.4149169921875:146.33055210113525:0.09266050904989243),(346.37245178222656:134.32408332824707:0.09136560559272766),(273.55825424194336:172.73629188537598:0.04597288370132446),(291.25850677490234:133.05620670318604:0.05983590707182884),(307.6354789733887:109.09149169921875:0.05887458473443985),(321.4181137084961:90.9760594367981:0.054551634937524796),(261.2132263183594:167.31897354125977:0.008127753622829914),(271.7300605773926:125.98371505737305:0.014990611933171749),(281.2947654724121:101.19353771209717:0.012092561461031437),(291.517276763916:79.98576879501343:0.0068877944722771645),(248.3620834350586:168.26115131378174:-0.029034780338406563),(249.09595489501953:131.61930084228516:-0.03080906718969345),(253.01687240600586:108.81303548812866:-0.03282050043344498),(259.1511917114258:88.20267677307129:-0.035493846982717514)
13-06-2022 @ 09:40:30,Left,(447.21546173095703:317.1427917480469:-3.4111160562844134e-09),(417.64488220214844:308.3441734313965:-0.031669873744249344),(391.4071273803711:285.68976402282715:-0.05095968022942543),(373.57715606689453:264.5428276062012:-0.06931530684232712),(359.8735809326172:249.42855834960938:-0.08900187909603119),(407.8110122680664:233.7409257888794:-0.02856709063053131),(399.15828704833984:195.92659950256348:-0.04895193129777908),(398.80306243896484:172.944917678833:-0.0660310909152031),(401.83238983154297:153.31561088562012:-0.07898332923650742),(425.62522888183594:227.84947872161865:-0.029585177078843117),(420.5294418334961:186.74357414245605:-0.04792134836316109),(420.7449722290039:163.14359664916992:-0.06837667524814606),(423.7400817871094:143.1855583190918:-0.08458966761827469),(443.20934295654297:229.82285499572754:-0.034415651112794876),(439.92469787597656:190.52388668060303:-0.053156204521656036),(439.45804595947266:166.35397911071777:-0.07427236437797546),(440.9279251098633:146.05656623840332:-0.08965936303138733),(461.8707275390625:238.73873233795166:-0.042976245284080505),(467.1040725708008:208.1312084197998:-0.0602259486913681),(471.4973831176758:188.3666467666626:-0.07451850175857544),(476.4710235595703:170.92191696166992:-0.08560097217559814)
13-06-2022 @ 09:40:30,Right,(220.01693725585938:257.06854820251465:6.162752086424916e-09),(258.32515716552734:258.5665512084961:0.05168110132217407),(284.7448539733887:241.03975296020508:0.07737168669700623),(302.9195976257324:229.09162044525146:0.08797941356897354),(316.06468200683594:221.53481483459473:0.09477294981479645),(283.4885787963867:184.63544368743896:0.08354641497135162),(310.1192855834961:160.31885147094727:0.09525968879461288),(329.83997344970703:146.64223194122314:0.09812232851982117),(348.0706024169922:134.24511909484863:0.09734348207712173),(273.9554977416992:173.0549955368042:0.04735493287444115),(291.4070510864258:132.25117206573486:0.06178959459066391),(307.6854705810547:108.26474189758301:0.06090917810797691),(321.0993957519531:90.12745141983032:0.05641968548297882),(262.065486907959:167.88989067077637:0.009878484532237053),(270.6719779968262:125.82266807556152:0.016444487497210503),(279.7070503234863:100.28324604034424:0.012314165942370892),(289.1475296020508:78.31928730010986:0.006537161767482758),(249.85227584838867:169.0426254272461:-0.02609308250248432),(248.69070053100586:131.8907117843628:-0.028583772480487823),(251.20582580566406:108.39580535888672:-0.03188478201627731),(255.6565284729004:86.61548852920532:-0.03538694605231285)
13-06-2022 @ 09:40:30,Left,(447.83348083496094:315.79670906066895:-2.299264112437527e-09),(417.3783493041992:307.2136974334717:-0.03444327414035797),(390.39222717285156:285.4104995727539:-0.05509224906563759),(372.2356414794922:264.5583915710449:-0.07447122037410736),(359.1648864746094:248.80857467651367:-0.09520955383777618),(406.50577545166016:233.9069366455078:-0.028757719323039055),(396.6123962402344:195.99746704101562:-0.0484735332429409),(395.74092864990234:172.8966236114502:-0.06570729613304138),(398.01334381103516:153.09185028076172:-0.07894708961248398),(424.99507904052734:228.07555675506592:-0.028379250317811966),(419.62432861328125:187.50773906707764:-0.0451858825981617),(419.5157241821289:164.2368221282959:-0.06537853926420212),(422.191162109375:144.6238660812378:-0.0816679522395134),(443.26038360595703:229.90869998931885:-0.03212987631559372),(439.6033477783203:190.75658798217773:-0.049307405948638916),(438.8529968261719:166.7391586303711:-0.07044367492198944),(440.0633239746094:146.36981964111328:-0.0862799733877182),(462.7595520019531:238.24416160583496:-0.03994637355208397),(468.0335998535156:207.59302139282227:-0.05617900937795639),(472.4587631225586:187.79451370239258:-0.07041728496551514),(477.5233840942383:170.0868272781372:-0.08176819980144501)
13-06-2022 @ 09:40:30,Right,(219.65810775756836:257.20295906066895:5.992116136610548e-09),(258.9420700073242:258.33709716796875:0.05472370982170105),(285.5543899536133:240.14001846313477:0.08217047899961472),(303.5517883300781:228.12243461608887:0.09390472620725632),(316.56835556030273:221.1739683151245:0.10153582692146301),(283.84361267089844:184.95363235473633:0.08743560314178467),(310.3103446960449:160.69622039794922:0.10052673518657684),(330.0495147705078:146.52636051177979:0.10446791350841522),(348.06209564208984:133.8595962524414:0.10430890321731567),(274.3952751159668:173.7417697906494:0.049640804529190063),(291.3054084777832:132.771577835083:0.06542806327342987),(307.35572814941406:108.01387310028076:0.06557051092386246),(320.44837951660156:89.43293809890747:0.061691831797361374),(262.3858833312988:168.62996578216553:0.010641488246619701),(270.7283020019531:126.52605056762695:0.01780046336352825),(279.6350860595703:100.63482284545898:0.014163440093398094),(288.9218330383301:78.22526693344116:0.008686126209795475),(250.2703857421875:169.60909366607666:-0.02663428708910942),(248.8460922241211:132.35979080200195:-0.028981752693653107),(251.146240234375:109.05504941940308:-0.03193647786974907),(255.35219192504883:87.30489492416382:-0.03517115116119385)
13-06-2022 @ 09:40:30,Left,(447.4449157714844:315.1425361633301:-2.9646547439199367e-09),(417.1653747558594:307.22843170166016:-0.0366576686501503),(390.45562744140625:286.054744720459:-0.05866693705320358),(372.30472564697266:265.42144775390625:-0.07888361066579819),(359.6292495727539:249.56829071044922:-0.10037873685359955),(406.8206024169922:233.80182266235352:-0.03298959881067276),(397.401123046875:196.34558200836182:-0.054403118789196014),(397.02266693115234:173.39155197143555:-0.07249907404184341),(399.79881286621094:153.63012313842773:-0.08626917749643326),(425.4447937011719:227.91842937469482:-0.03200807794928551),(420.3818893432617:187.00674533843994:-0.051088884472846985),(420.5488586425781:163.2261085510254:-0.07259736955165863),(423.4623336791992:142.7958583831787:-0.08966252952814102),(443.6812973022461:229.97999668121338:-0.03519544377923012),(440.40245056152344:190.82605361938477:-0.05449328199028969),(439.54795837402344:166.7799425125122:-0.07670388370752335),(440.64674377441406:146.0844898223877:-0.09300960600376129),(463.03123474121094:238.84068489074707:-0.04249752312898636),(468.0589294433594:208.05161476135254:-0.06052524223923683),(472.27806091308594:188.2620620727539:-0.07571841776371002),(477.2144317626953:170.5305576324463:-0.08758590370416641)
13-06-2022 @ 09:40:30,Right,(218.35243225097656:257.54313468933105:6.266358543172146e-09),(257.72098541259766:258.7540054321289:0.05541886389255524),(284.17293548583984:240.26762008666992:0.08282512426376343),(302.2503662109375:227.52575397491455:0.09429667890071869),(316.83292388916016:218.97727489471436:0.10186589509248734),(282.9595375061035:184.843168258667:0.0895189717411995),(309.37191009521484:160.00428199768066:0.10314010828733444),(328.82320404052734:145.76269626617432:0.10791532695293427),(346.8048858642578:132.95233726501465:0.10832075029611588),(273.7012481689453:173.3131456375122:0.05120227485895157),(291.317195892334:132.8384256362915:0.06765034794807434),(307.7477264404297:107.93414354324341:0.06911492347717285),(321.2842559814453:89.2022180557251:0.06630871444940567),(261.4899253845215:168.12732696533203:0.011558309197425842),(270.21759033203125:125.7793664932251:0.019071554765105247),(278.7385559082031:99.24380779266357:0.017224637791514397),(287.9039764404297:76.24593257904053:0.013123354874551296),(249.26973342895508:169.4701623916626:-0.026395469903945923),(248.1178092956543:131.77186489105225:-0.02826092578470707),(250.40929794311523:109.13448572158813:-0.029761100187897682),(254.6501350402832:88.43573570251465:-0.031769029796123505)
13-06-2022 @ 09:40:30,Left,(448.072509765625:313.7044143676758:-2.347585903450522e-09),(416.86607360839844:305.9600830078125:-0.03518644720315933),(389.3140411376953:284.2980766296387:-0.05568954348564148),(370.9128189086914:263.03272247314453:-0.0746309831738472),(357.17525482177734:246.73893928527832:-0.09486305713653564),(405.10902404785156:232.67221927642822:-0.02907579392194748),(395.36128997802734:194.56429481506348:-0.048345766961574554),(394.26456451416016:171.24770164489746:-0.0651823952794075),(396.2891387939453:151.2824535369873:-0.07821917533874512),(423.6703872680664:226.64068222045898:-0.028010975569486618),(418.5536193847656:185.8322811126709:-0.04452746361494064),(418.5951614379883:162.5742244720459:-0.064384825527668),(421.46289825439453:143.41270923614502:-0.08035127818584442),(441.8925094604492:228.53519439697266:-0.031100785359740257),(438.1949996948242:189.33169841766357:-0.04844185709953308),(437.5385284423828:165.3288173675537:-0.06977735459804535),(438.8418197631836:145.2385711669922:-0.08556725829839706),(461.18114471435547:237.07035541534424:-0.03823850303888321),(466.5922546386719:206.71607494354248:-0.054871950298547745),(471.3559341430664:186.97588920593262:-0.06944461166858673),(476.79492950439453:169.60736274719238:-0.08084899932146072)
13-06-2022 @ 09:40:30,Right,(216.73555374145508:254.76076126098633:6.396762675109358e-09),(257.11103439331055:257.57972717285156:0.05216670036315918),(284.82303619384766:240.63783645629883:0.07973664999008179),(303.3819389343262:227.73470878601074:0.09199178218841553),(317.0524215698242:219.75045204162598:0.10033223778009415),(282.55088806152344:185.50223350524902:0.08946623653173447),(309.2743682861328:159.56324100494385:0.10421384871006012),(329.3833923339844:144.74002361297607:0.10981731861829758),(347.6326370239258:131.65132999420166:0.11090400069952011),(272.62094497680664:173.2826042175293:0.05350104719400406),(291.24290466308594:132.39684104919434:0.07209406048059464),(308.3021545410156:107.43677616119385:0.0743572935461998),(322.1072769165039:88.69527339935303:0.07191996276378632),(260.0251579284668:166.80604934692383:0.01577422395348549),(270.18157958984375:124.75968360900879:0.024851130321621895),(279.71534729003906:98.80149364471436:0.02265714295208454),(289.0254592895508:76.9464111328125:0.01816621609032154),(247.75012969970703:165.75071811676025:-0.02065657451748848),(247.9629898071289:129.08306121826172:-0.021399347111582756),(251.1118507385254:106.82928085327148:-0.023317614570260048),(255.68731307983398:86.2738037109375:-0.025714067742228508)
13-06-2022 @ 09:40:30,Left,(449.04247283935547:314.1031265258789:-2.174481039673992e-09),(417.60021209716797:306.6684150695801:-0.03676366060972214),(389.9658203125:284.77343559265137:-0.05727972462773323),(370.924072265625:263.70463371276855:-0.0758766159415245),(357.2145462036133:248.38688850402832:-0.09565629810094833),(406.2436294555664:232.48762607574463:-0.02939937822520733),(396.3279342651367:195.03642082214355:-0.048795901238918304),(394.82635498046875:171.83226585388184:-0.06575062870979309),(396.3599395751953:151.68027877807617:-0.07866028696298599),(424.7957992553711:226.29153728485107:-0.027154618874192238),(419.3409729003906:185.75762271881104:-0.043431356549263),(418.7974548339844:162.54153728485107:-0.0631534606218338),(421.19544982910156:142.75972366333008:-0.07897703349590302),(443.02589416503906:228.1563663482666:-0.029244503006339073),(439.35604095458984:189.34724807739258:-0.046019867062568665),(438.1971740722656:165.54316520690918:-0.06669154018163681),(439.08626556396484:145.42101860046387:-0.08203637599945068),(462.1737289428711:236.81137561798096:-0.035683415830135345),(467.15389251708984:206.66667938232422:-0.051536038517951965),(471.8083190917969:187.3555612564087:-0.06541494280099869),(477.2719955444336:170.36311626434326:-0.07629399001598358)
13-06-2022 @ 09:40:30,Right,(218.0757713317871:255.1171588897705:6.623733561639256e-09),(256.6977882385254:257.5257682800293:0.05034351348876953),(284.22550201416016:240.40077209472656:0.07567281275987625),(302.6256561279297:228.05665969848633:0.08598394691944122),(315.8020782470703:220.37079334259033:0.09238304942846298),(282.59180068969727:184.7604274749756:0.08343014121055603),(309.36206817626953:159.46094512939453:0.09560954570770264),(329.2540740966797:145.19399642944336:0.09959369152784348),(347.37884521484375:132.52524375915527:0.09960880875587463),(273.0761528015137:172.6260280609131:0.047448743134737015),(291.88709259033203:132.11840629577637:0.06330922991037369),(308.8400650024414:107.25688219070435:0.06412835419178009),(322.5194549560547:88.41542959213257:0.060674525797367096),(260.61439514160156:166.71837329864502:0.009836078621447086),(270.8755302429199:124.69636917114258:0.017019329592585564),(280.08535385131836:98.68151664733887:0.01391823124140501),(289.36031341552734:76.60791635513306:0.008806479163467884),(247.86970138549805:166.78284645080566:-0.026542795822024345),(247.79319763183594:130.05573749542236:-0.02861657366156578),(250.49890518188477:107.40531206130981:-0.031183548271656036),(254.89849090576172:86.69105529785156:-0.03408164903521538)
13-06-2022 @ 09:40:30,Left,(448.4506607055664:314.27292823791504:-2.1414616746540105e-09),(417.20897674560547:306.4038562774658:-0.03548905998468399),(389.82051849365234:284.6001434326172:-0.05580289661884308),(371.01741790771484:263.58378410339355:-0.07444797456264496),(357.4509811401367:248.22332382202148:-0.09434305131435394),(406.3225555419922:232.88553714752197:-0.02959822677075863),(396.3258361816406:195.37739753723145:-0.04965067282319069),(394.7962188720703:172.1722412109375:-0.06707818806171417),(396.20792388916016:151.87768936157227:-0.08032958954572678),(424.74964141845703:226.81357383728027:-0.028288206085562706),(419.4830322265625:186.22841835021973:-0.04566163942217827),(419.04335021972656:163.00835609436035:-0.06606995314359665),(421.51668548583984:143.26048851013184:-0.08229038864374161),(442.89173126220703:228.65474224090576:-0.031127532944083214),(439.3442153930664:189.83551025390625:-0.04896596819162369),(438.2157897949219:166.08856201171875:-0.07022111117839813),(439.1318130493164:145.9251880645752:-0.08580034226179123),(462.0103454589844:237.23869800567627:-0.038113173097372055),(466.86607360839844:207.02423572540283:-0.054813507944345474),(471.3572311401367:187.52901077270508:-0.06918641179800034),(476.65184020996094:170.25671482086182:-0.08035765588283539)
13-06-2022 @ 09:40:30,Right,(220.23822784423828:258.31692695617676:5.914782441607258e-09),(258.24398040771484:259.4173049926758:0.05370277166366577),(283.8998222351074:240.9554386138916:0.08038968592882156),(301.19855880737305:228.24302673339844:0.09246878325939178),(312.1994972229004:220.63470840454102:0.10091953724622726),(285.8545684814453:184.61036682128906:0.07942505180835724),(312.04254150390625:160.26128768920898:0.08897992223501205),(331.22249603271484:146.75331115722656:0.09017296135425568),(348.70655059814453:134.90429878234863:0.08857826143503189),(276.5930938720703:173.07058811187744:0.04365258663892746),(292.9554557800293:131.465106010437:0.05320262163877487),(308.12326431274414:107.61263608932495:0.04919079691171646),(320.7809829711914:90.17904996871948:0.04352607578039169),(264.97541427612305:168.57553482055664:0.007588476408272982),(272.33015060424805:126.16132736206055:0.009824076667428017),(281.3189506530762:101.1894679069519:0.0033123537432402372),(291.092529296875:80.22392749786377:-0.0027836451772600412),(252.57099151611328:171.034197807312:-0.026184337213635445),(251.4797592163086:134.58518028259277:-0.030709896236658096),(254.43084716796875:112.25261449813843:-0.035239022225141525),(259.47492599487305:92.20723628997803:-0.039104726165533066)
13-06-2022 @ 09:40:30,Left,(444.99698638916016:316.7529487609863:-2.9510092147688738e-09),(413.7124252319336:305.8623504638672:-0.030965685844421387),(386.75891876220703:281.266450881958:-0.04894530028104782),(368.8593292236328:258.43926429748535:-0.06636879593133926),(355.41492462158203:241.8157196044922:-0.08496642112731934),(408.8698196411133:231.97608947753906:-0.022584736347198486),(401.24671936035156:195.38005828857422:-0.04228508472442627),(401.07933044433594:172.82538414001465:-0.05945610627532005),(403.5033416748047:153.2234287261963:-0.0726231187582016),(427.55664825439453:226.58238887786865:-0.024228712543845177),(423.741455078125:186.16490364074707:-0.042194198817014694),(424.25106048583984:161.72587394714355:-0.06346829235553741),(427.15564727783203:140.39470195770264:-0.0803852453827858),(446.0049057006836:229.3403434753418:-0.030119068920612335),(444.4875717163086:190.8627462387085:-0.04915232211351395),(443.3512878417969:167.0075798034668:-0.07057978957891464),(443.81580352783203:146.53973579406738:-0.08609449118375778),(465.27931213378906:239.3135118484497:-0.039960503578186035),(472.0233917236328:209.1087770462036:-0.0576629713177681),(476.7839813232422:189.74278450012207:-0.0720348209142685),(481.7499542236328:172.72032737731934:-0.08301887661218643)
13-06-2022 @ 09:40:30,Right,(220.39142608642578:261.1654758453369:6.422209875012186e-09),(257.5577163696289:258.2881736755371:0.060571473091840744),(280.56840896606445:237.6211452484131:0.0882258340716362),(295.9893226623535:224.4081974029541:0.09898942708969116),(308.95137786865234:214.02297019958496:0.1061272844672203),(284.1299057006836:184.12696838378906:0.08902791142463684),(308.9165496826172:158.72195720672607:0.09980751574039459),(328.287353515625:146.0209321975708:0.10185845196247101),(346.2921905517578:135.34724235534668:0.10044966638088226),(276.7144775390625:174.63602542877197:0.04743872582912445),(292.9720687866211:132.30165481567383:0.05839523673057556),(309.3313980102539:108.31741333007812:0.055213626474142075),(323.39317321777344:90.49601554870605:0.049637600779533386),(266.40899658203125:171.3112449645996:0.005415400955826044),(273.42872619628906:128.00122261047363:0.010026706382632256),(281.6874885559082:101.93704605102539:0.005940665956586599),(290.9838104248047:80.43745279312134:0.0003842191072180867),(254.91327285766602:175.01654148101807:-0.03426189720630646),(253.88708114624023:137.11280822753906:-0.03773877024650574),(256.657772064209:113.8378643989563:-0.04063408821821213),(261.62654876708984:93.90505313873291:-0.04381202161312103)
13-06-2022 @ 09:40:30,Left,(443.7763977050781:318.34296226501465:-2.69574007560891e-09),(412.9750061035156:305.9788227081299:-0.026294037699699402),(386.3999557495117:280.37243843078613:-0.04123532399535179),(368.9682388305664:257.0796203613281:-0.05638407915830612),(357.37144470214844:240.65500259399414:-0.07280726730823517),(408.60485076904297:232.04578399658203:-0.01503712497651577),(401.93119049072266:195.91113567352295:-0.030557820573449135),(400.95935821533203:173.77398490905762:-0.04468223452568054),(401.96773529052734:154.63351249694824:-0.05569867789745331),(427.8251647949219:227.13232040405273:-0.017681214958429337),(424.41612243652344:187.75408744812012:-0.029739955440163612),(423.5492706298828:164.33999061584473:-0.046422455459833145),(424.82654571533203:144.08174514770508:-0.06065535172820091),(446.75865173339844:230.0874137878418:-0.024470172822475433),(446.34105682373047:191.73608779907227:-0.03857865929603577),(445.9267044067383:167.72704124450684:-0.05633154511451721),(446.98097229003906:147.88607597351074:-0.06995639204978943),(466.0721206665039:239.65590476989746:-0.035035084933042526),(474.6791076660156:210.61142921447754:-0.049041904509067535),(480.5174255371094:191.77186489105225:-0.06068560481071472),(486.5535354614258:175.4944610595703:-0.07002469897270203)
13-06-2022 @ 09:40:30,Right,(212.2555923461914:257.1999263763428:6.850831013593961e-09),(234.6408462524414:227.10708618164062:0.04953178018331528),(254.6175765991211:193.46723556518555:0.07052531093358994),(270.3297805786133:170.85150718688965:0.08042271435260773),(284.32268142700195:152.88628578186035:0.08687132596969604),(247.44686126708984:164.64869499206543:0.0451568067073822),(271.7372512817383:127.56786346435547:0.04982022941112518),(293.5694885253906:106.63378715515137:0.05157620459794998),(312.90210723876953:91.39679431915283:0.051531966775655746),(250.90681076049805:165.60925483703613:0.015756845474243164),(276.962947845459:123.28763008117676:0.020480668172240257),(300.0939750671387:101.89459562301636:0.019995156675577164),(320.2703857421875:88.1167459487915:0.01738528348505497),(258.7248420715332:172.32098579406738:-0.011068722233176231),(284.3918037414551:129.77067947387695:-0.008682819083333015),(306.75472259521484:107.6207685470581:-0.011213726364076138),(325.3687286376953:93.13485860824585:-0.015447170473635197),(270.92580795288086:185.47974586486816:-0.034837592393159866),(290.95067977905273:157.08815574645996:-0.035457007586956024),(308.56897354125977:138.9026927947998:-0.037547141313552856),(324.85340118408203:126.56879425048828:-0.040819860994815826)
13-06-2022 @ 09:40:30,Left,(431.92989349365234:318.53001594543457:-4.5633123946231535e-09),(403.9585876464844:298.4329032897949:-0.024126917123794556),(382.8887176513672:269.659366607666:-0.041044674813747406),(370.4014587402344:244.9050235748291:-0.05856570973992348),(359.27406311035156:227.25578784942627:-0.07721123844385147),(412.30430603027344:230.6979274749756:-0.02081606537103653),(406.70886993408203:195.41410446166992:-0.04055911675095558),(404.4999694824219:174.58947658538818:-0.05682080239057541),(403.6802291870117:158.09786796569824:-0.0693235918879509),(433.3437728881836:227.67251014709473:-0.026258615776896477),(432.58399963378906:186.65122032165527:-0.04494743049144745),(431.4039993286133:161.54564380645752:-0.06577696651220322),(430.8950424194336:140.33527851104736:-0.08269276469945908),(453.0833053588867:232.65533924102783:-0.035064321011304855),(457.1976852416992:192.8855037689209:-0.05416589602828026),(457.32513427734375:168.00058364868164:-0.07453946769237518),(456.8074417114258:147.26099967956543:-0.08990170806646347),(472.29087829589844:244.81481552124023:-0.04702990502119064),(486.4432907104492:215.95105648040771:-0.06432956457138062),(494.4370651245117:195.90396881103516:-0.07781694829463959),(500.44544219970703:177.73419857025146:-0.08859878778457642)
13-06-2022 @ 09:40:30,Right,(212.62725830078125:253.08671951293945:3.2428160157138564e-09),(229.84186172485352:221.96133613586426:0.045552175492048264),(247.14073181152344:189.6288299560547:0.06330126523971558),(262.69004821777344:167.68272399902344:0.06998301297426224),(278.3817481994629:150.99926948547363:0.07323238998651505),(248.33463668823242:167.31093406677246:0.040292561054229736),(271.75424575805664:130.73741912841797:0.04167073220014572),(292.77137756347656:108.99172782897949:0.04141686111688614),(311.75025939941406:93.73746871948242:0.039938170462846756),(253.51856231689453:168.0711793899536:0.010286630131304264),(277.53822326660156:123.83482933044434:0.010481322184205055),(299.3955993652344:100.8946180343628:0.006352909840643406),(319.7592353820801:85.57253122329712:0.0014106485759839416),(263.2293510437012:174.19525623321533:-0.017583809792995453),(285.9994125366211:130.18077850341797:-0.020097747445106506),(306.24399185180664:106.67199611663818:-0.026714740321040154),(323.85765075683594:90.63861608505249:-0.03315922990441322),(276.8790054321289:186.8860673904419:-0.042502548545598984),(295.13965606689453:156.5774917602539:-0.04776213690638542),(311.91226959228516:137.50399589538574:-0.05302499979734421),(328.27606201171875:124.47744369506836:-0.05809234082698822)
13-06-2022 @ 09:40:30,Left,(430.8003234863281:316.8049621582031:-2.9844202664719433e-09),(403.2851028442383:296.9923210144043:-0.02071758173406124),(383.32141876220703:267.9265880584717:-0.03540734574198723),(370.97965240478516:243.23678970336914:-0.050768423825502396),(359.2066955566406:226.115984916687:-0.06750570237636566),(413.3648681640625:230.8509349822998:-0.019492460414767265),(407.1302032470703:196.375093460083:-0.038443904370069504),(404.42562103271484:175.81230640411377:-0.054155901074409485),(402.9064178466797:159.40322399139404:-0.06601747125387192),(433.59832763671875:227.70408153533936:-0.02521011233329773),(433.37093353271484:187.1652317047119:-0.04343187436461449),(432.42801666259766:162.30382919311523:-0.06406518071889877),(432.2593307495117:141.71977043151855:-0.08065564930438995),(452.89119720458984:232.30958461761475:-0.03375544026494026),(457.79125213623047:193.02669525146484:-0.05264943838119507),(459.2683410644531:168.28242301940918:-0.07406791299581528),(460.2277374267578:147.40239143371582:-0.08977492153644562),(472.12520599365234:243.85336875915527:-0.04481133446097374),(485.9645080566406:215.707368850708:-0.0619003027677536),(494.1872024536133:196.82713508605957:-0.07625100761651993),(500.86326599121094:179.25318717956543:-0.08767326921224594)
